Produktivmandant                                                                              Line Items Extract                                                                             Time 16:46:26     Date  20.12.2024
Gütersloh         Ledger 0L                                                                                                                                                                  RFBPET00/RHUELITL Page           1

	CoCd	DocumentNo				Type		Pstng Date			Period	Year		Doc. Date	Entry Date		User Name		Reference
	BusA	Itm	PK	SG	Tx		PayT		AccTy	Account			D/C	      Amount in LC		Crcy		      Amount in FC		Crcy	D/C	   LC tax amount	Crcy	      Tax Amount	Crcy	Name 1	City	Short Text

	3800	900011369				RV		05.04.2018			     4	2018		05.04.2018	06.04.2018		SAPBTC_APPL		0082536700
		 41	50		A0				S	4001402			H	-2,580.83		MXN		-141.12		USD
		 42	40						S	6601050			S	            25.79		MXN		             1.41		USD
		 43	50						S	3000127			H	-25.79		MXN		-1.41		USD
		 44	50		A0				S	4001402			H	-1,290.42		MXN		-70.56		USD
		 45	40						S	6601050			S	            12.98		MXN		             0.71		USD
		 46	50						S	3000127			H	-12.98		MXN		-0.71		USD
		 47	50		A0				S	4001402			H	-763.72		MXN		-41.76		USD
		 48	40						S	6601050			S	             7.68		MXN		             0.42		USD
		 49	50						S	3000127			H	-7.68		MXN		-0.42		USD
		 50	50		A0				S	4001402			H	-763.72		MXN		-41.76		USD
		 51	40						S	6601050			S	             7.68		MXN		             0.42		USD
		 52	50						S	3000127			H	-7.68		MXN		-0.42		USD
		 53	50		A0				S	4001402			H	-1,290.42		MXN		-70.56		USD
		 54	40						S	6601050			S	            12.98		MXN		             0.71		USD
		 55	50						S	3000127			H	-12.98		MXN		-0.71		USD
		 56	50		A0				S	4001402			H	-1,290.42		MXN		-70.56		USD
		 57	40						S	6601050			S	            12.98		MXN		             0.71		USD
		 58	50						S	3000127			H	-12.98		MXN		-0.71		USD

	3800	900012568				RV		13.04.2018			     4	2018		13.04.2018	14.04.2018		SAPBTC_APPL		194520
		  1	01		A0		R008		D	22190000			S	        29,486.92		MXN		         1,620.00		USD
		  2	50		A0				S	4001902			H	-29,486.92		MXN		-1,620.00		USD
		  3	40						S	6601050			S	           294.87		MXN		            16.20		USD
		  4	50						S	3000127			H	-294.87		MXN		-16.20		USD

	3800	900012790				RV		16.04.2018			     4	2018		16.04.2018	17.04.2018		SAPBTC_APPL		0082546826
		  1	01		A0		R029		D	29060000			S	       692,092.38		MXN		        38,162.72		USD
		  2	50		A0				S	4001402			H	-68,368.63		MXN		-3,769.92		USD
		  3	40						S	6601050			S	           683.70		MXN		            37.70		USD
		  4	50						S	3000127			H	-683.70		MXN		-37.70		USD
		  5	50		A0				S	4000602			H	-53,063.89		MXN		-2,926.00		USD
		  6	40						S	6601050			S	           530.64		MXN		            29.26		USD
		  7	50						S	3000127			H	-530.64		MXN		-29.26		USD
		  8	50		A0				S	4001402			H	-1,514.66		MXN		-83.52		USD
		  9	40						S	6601050			S	            15.23		MXN		             0.84		USD
		 10	50						S	3000127			H	-15.23		MXN		-0.84		USD
		 11	50		A0				S	4000102			H	-121,660.30		MXN		-6,708.48		USD
		 12	40						S	6601050			S	         1,216.52		MXN		            67.08		USD
		 13	50						S	3000127			H	-1,216.52		MXN		-67.08		USD
		 14	50		A0				S	4000102			H	-116,089.13		MXN		-6,401.28		USD
		 15	40						S	6601050			S	         1,160.84		MXN		            64.01		USD
		 16	50						S	3000127			H	-1,160.84		MXN		-64.01		USD
		 17	50		A0				S	4001402			H	-4,798.60		MXN		-264.60		USD
		 18	40						S	6601050			S	            48.06		MXN		             2.65		USD
		 19	50						S	3000127			H	-48.06		MXN		-2.65		USD
		 20	50		A0				S	4001402			H	-5,484.11		MXN		-302.40		USD
		 21	40						S	6601050			S	            54.77		MXN		             3.02		USD
		 22	50						S	3000127			H	-54.77		MXN		-3.02		USD
		 23	50		A0				S	4001402			H	-1,782.34		MXN		-98.28		USD
		 24	40						S	6601050			S	            17.77		MXN		             0.98		USD
		 25	50						S	3000127			H	-17.77		MXN		-0.98		USD
		 26	50		A0				S	4001402			H	-4,752.90		MXN		-262.08		USD
		 27	40						S	6601050			S	            47.51		MXN		             2.62		USD
		 28	50						S	3000127			H	-47.51		MXN		-2.62		USD
		 29	50		A0				S	4001402			H	-2,271.99		MXN		-125.28		USD
		 30	40						S	6601050			S	            22.67		MXN		             1.25		USD
		 31	50						S	3000127			H	-22.67		MXN		-1.25		USD
		 32	50		A0				S	4001402			H	-2,559.25		MXN		-141.12		USD
		 33	40						S	6601050			S	            25.57		MXN		             1.41		USD
		 34	50						S	3000127			H	-25.57		MXN		-1.41		USD
		 35	50		A0				S	4001402			H	-757.33		MXN		-41.76		USD
		 36	40						S	6601050			S	             7.62		MXN		             0.42		USD
		 37	50						S	3000127			H	-7.62		MXN		-0.42		USD
		 38	50		A0				S	4001402			H	-757.33		MXN		-41.76		USD
		 39	40						S	6601050			S	             7.62		MXN		             0.42		USD
		 40	50						S	3000127			H	-7.62		MXN		-0.42		USD
		 41	50		A0				S	4001402			H	-2,559.25		MXN		-141.12		USD
		 42	40						S	6601050			S	            25.57		MXN		             1.41		USD
		 43	50						S	3000127			H	-25.57		MXN		-1.41		USD
		 44	50		A0				S	4000302			H	-135,398.15		MXN		-7,466.00		USD
		 45	40						S	6601050			S	         1,353.98		MXN		            74.66		USD
		 46	50						S	3000127			H	-1,353.98		MXN		-74.66		USD
		 47	50		A0				S	4001402			H	-62,867.11		MXN		-3,466.56		USD
		 48	40						S	6601050			S	           628.75		MXN		            34.67		USD
		 49	50						S	3000127			H	-628.75		MXN		-34.67		USD
		 50	50		A0				S	4000602			H	-106,127.78		MXN		-5,852.00		USD
		 51	40						S	6601050			S	         1,061.28		MXN		            58.52		USD
		 52	50						S	3000127			H	-1,061.28		MXN		-58.52		USD
		 53	50		A0				S	4001402			H	-1,279.63		MXN		-70.56		USD
		 54	40						S	6601050			S	            12.88		MXN		             0.71		USD
		 55	50						S	3000127			H	-12.88		MXN		-0.71		USD

	3800	900012954				RV		17.04.2018			     4	2018		17.04.2018	18.04.2018		SAPBTC_APPL		0082548059
		  1	01		A0		R029		D	29060000			S	       988,539.97		MXN		        54,509.16		USD
		  2	50		A0				S	4000602			H	-159,191.66		MXN		-8,778.00		USD
		  3	40						S	6601050			S	         1,591.92		MXN		            87.78		USD
		  4	50						S	3000127			H	-1,591.92		MXN		-87.78		USD
		  5	50		A0				S	4001402			H	-6,535.24		MXN		-360.36		USD
		  6	40						S	6601050			S	            65.29		MXN		             3.60		USD
		  7	50						S	3000127			H	-65.29		MXN		-3.60		USD
		  8	50		A0				S	4001402			H	-2,271.99		MXN		-125.28		USD
		  9	40						S	6601050			S	            22.67		MXN		             1.25		USD
		 10	50						S	3000127			H	-22.67		MXN		-1.25		USD
		 11	50		A0				S	4000302			H	-135,398.15		MXN		-7,466.00		USD
		 12	40						S	6601050			S	         1,353.98		MXN		            74.66		USD
		 13	50						S	3000127			H	-1,353.98		MXN		-74.66		USD
		 14	50		A0				S	4001402			H	-72,512.18		MXN		-3,998.40		USD
		 15	40						S	6601050			S	           725.05		MXN		            39.98		USD
		 16	50						S	3000127			H	-725.05		MXN		-39.98		USD
		 17	50		A0				S	4000102			H	-182,490.45		MXN		-10,062.72		USD
		 18	40						S	6601050			S	         1,824.96		MXN		           100.63		USD
		 19	50						S	3000127			H	-1,824.96		MXN		-100.63		USD
		 20	50		A0				S	4000102			H	-58,044.57		MXN		-3,200.64		USD
		 21	40						S	6601050			S	           580.51		MXN		            32.01		USD
		 22	50						S	3000127			H	-580.51		MXN		-32.01		USD
		 23	50		A0				S	4000102			H	-145,111.42		MXN		-8,001.60		USD
		 24	40						S	6601050			S	         1,451.19		MXN		            80.02		USD
		 25	50						S	3000127			H	-1,451.19		MXN		-80.02		USD
		 26	50		A0				S	4001402			H	-5,484.11		MXN		-302.40		USD
		 27	40						S	6601050			S	            54.77		MXN		             3.02		USD
		 28	50						S	3000127			H	-54.77		MXN		-3.02		USD
		 29	50		A0				S	4001402			H	-5,484.11		MXN		-302.40		USD
		 30	40						S	6601050			S	            54.77		MXN		             3.02		USD
		 31	50						S	3000127			H	-54.77		MXN		-3.02		USD
		 32	50		A0				S	4001402			H	-4,752.90		MXN		-262.08		USD
		 33	40						S	6601050			S	            47.51		MXN		             2.62		USD
		 34	50						S	3000127			H	-47.51		MXN		-2.62		USD
		 35	50		A0				S	4001402			H	-1,514.66		MXN		-83.52		USD
		 36	40						S	6601050			S	            15.23		MXN		             0.84		USD
		 37	50						S	3000127			H	-15.23		MXN		-0.84		USD
		 38	50		A0				S	4001402			H	-2,559.25		MXN		-141.12		USD
		 39	40						S	6601050			S	            25.57		MXN		             1.41		USD
		 40	50						S	3000127			H	-25.57		MXN		-1.41		USD
		 41	50		A0				S	4001402			H	-1,514.66		MXN		-83.52		USD
		 42	40						S	6601050			S	            15.23		MXN		             0.84		USD
		 43	50						S	3000127			H	-15.23		MXN		-0.84		USD
		 44	50		A0				S	4001402			H	-1,514.66		MXN		-83.52		USD
		 45	40						S	6601050			S	            15.23		MXN		             0.84		USD
		 46	50						S	3000127			H	-15.23		MXN		-0.84		USD
		 47	50		A0				S	4001402			H	-1,279.63		MXN		-70.56		USD
		 48	40						S	6601050			S	            12.88		MXN		             0.71		USD
		 49	50						S	3000127			H	-12.88		MXN		-0.71		USD
		 50	50		A0				S	4001402			H	-63,778.22		MXN		-3,516.80		USD
		 51	40						S	6601050			S	           637.82		MXN		            35.17		USD
		 52	50						S	3000127			H	-637.82		MXN		-35.17		USD
		 53	50		A0				S	4000602			H	-106,127.78		MXN		-5,852.00		USD
		 54	40						S	6601050			S	         1,061.28		MXN		            58.52		USD
		 55	50						S	3000127			H	-1,061.28		MXN		-58.52		USD
		 56	50		A0				S	4001402			H	-1,279.63		MXN		-70.56		USD
		 57	40						S	6601050			S	            12.88		MXN		             0.71		USD
		 58	50						S	3000127			H	-12.88		MXN		-0.71		USD
		 59	50		A0				S	4000102			H	-30,415.07		MXN		-1,677.12		USD
		 60	40						S	6601050			S	           304.13		MXN		            16.77		USD
		 61	50						S	3000127			H	-304.13		MXN		-16.77		USD
		 62	50		A0				S	4001402			H	-1,279.63		MXN		-70.56		USD
		 63	40						S	6601050			S	            12.88		MXN		             0.71		USD
		 64	50						S	3000127			H	-12.88		MXN		-0.71		USD

	3800	900013123				RV		18.04.2018			     4	2018		18.04.2018	19.04.2018		SAPBTC_APPL		194712
		  1	01		A0		R008		D	22190000			S	        32,470.92		MXN		         1,800.00		USD
		  2	50		A0				S	4001902			H	-32,470.92		MXN		-1,800.00		USD
		  3	40						S	6601050			S	           324.71		MXN		            18.00		USD
		  4	50						S	3000127			H	-324.71		MXN		-18.00		USD

	3800	900013130				RV		18.04.2018			     4	2018		18.04.2018	19.04.2018		SAPBTC_APPL		0082549405
		  1	01		A0		R029		D	29060000			S	       751,389.36		MXN		        41,652.68		USD
		  2	50		A0				S	4000302			H	-134,682.14		MXN		-7,466.00		USD
		  3	40						S	6601050			S	         1,346.82		MXN		            74.66		USD
		  4	50						S	3000127			H	-1,346.82		MXN		-74.66		USD
		  5	50		A0				S	4001402			H	-56,672.58		MXN		-3,141.60		USD
		  6	40						S	6601050			S	           566.80		MXN		            31.42		USD
		  7	50						S	3000127			H	-566.80		MXN		-31.42		USD
		  8	50		A0				S	4000102			H	-121,016.95		MXN		-6,708.48		USD
		  9	40						S	6601050			S	         1,210.08		MXN		            67.08		USD
		 10	50						S	3000127			H	-1,210.08		MXN		-67.08		USD
		 11	50		A0				S	4000102			H	-28,868.81		MXN		-1,600.32		USD
		 12	40						S	6601050			S	           288.63		MXN		            16.00		USD
		 13	50						S	3000127			H	-288.63		MXN		-16.00		USD
		 14	50		A0				S	4000102			H	-115,475.25		MXN		-6,401.28		USD
		 15	40						S	6601050			S	         1,154.70		MXN		            64.01		USD
		 16	50						S	3000127			H	-1,154.70		MXN		-64.01		USD
		 17	50		A0				S	4000602			H	-105,566.57		MXN		-5,852.00		USD
		 18	40						S	6601050			S	         1,055.67		MXN		            58.52		USD
		 19	50						S	3000127			H	-1,055.67		MXN		-58.52		USD
		 20	50		A0				S	4001402			H	-4,773.23		MXN		-264.60		USD
		 21	40						S	6601050			S	            47.80		MXN		             2.65		USD
		 22	50						S	3000127			H	-47.80		MXN		-2.65		USD
		 23	50		A0				S	4001402			H	-4,091.34		MXN		-226.80		USD
		 24	40						S	6601050			S	            40.95		MXN		             2.27		USD
		 25	50						S	3000127			H	-40.95		MXN		-2.27		USD
		 26	50		A0				S	4001402			H	-4,136.80		MXN		-229.32		USD
		 27	40						S	6601050			S	            41.31		MXN		             2.29		USD
		 28	50						S	3000127			H	-41.31		MXN		-2.29		USD
		 29	50		A0				S	4001402			H	-4,136.80		MXN		-229.32		USD
		 30	40						S	6601050			S	            41.31		MXN		             2.29		USD
		 31	50						S	3000127			H	-41.31		MXN		-2.29		USD
		 32	50		A0				S	4001402			H	-1,506.65		MXN		-83.52		USD
		 33	40						S	6601050			S	            15.15		MXN		             0.84		USD
		 34	50						S	3000127			H	-15.15		MXN		-0.84		USD
		 35	50		A0				S	4001402			H	-1,506.65		MXN		-83.52		USD
		 36	40						S	6601050			S	            15.15		MXN		             0.84		USD
		 37	50						S	3000127			H	-15.15		MXN		-0.84		USD
		 38	50		A0				S	4001402			H	-1,272.86		MXN		-70.56		USD
		 39	40						S	6601050			S	            12.81		MXN		             0.71		USD
		 40	50						S	3000127			H	-12.81		MXN		-0.71		USD
		 41	50		A0				S	4001402			H	-1,506.65		MXN		-83.52		USD
		 42	40						S	6601050			S	            15.15		MXN		             0.84		USD
		 43	50						S	3000127			H	-15.15		MXN		-0.84		USD
		 44	50		A0				S	4001402			H	-753.33		MXN		-41.76		USD
		 45	40						S	6601050			S	             7.58		MXN		             0.42		USD
		 46	50						S	3000127			H	-7.58		MXN		-0.42		USD
		 47	50		A0				S	4001402			H	-1,272.86		MXN		-70.56		USD
		 48	40						S	6601050			S	            12.81		MXN		             0.71		USD
		 49	50						S	3000127			H	-12.81		MXN		-0.71		USD
		 50	50		A0				S	4001402			H	-55,284.27		MXN		-3,064.64		USD
		 51	40						S	6601050			S	           552.91		MXN		            30.65		USD
		 52	50						S	3000127			H	-552.91		MXN		-30.65		USD
		 53	50		A0				S	4000602			H	-105,566.57		MXN		-5,852.00		USD
		 54	40						S	6601050			S	         1,055.67		MXN		            58.52		USD
		 55	50						S	3000127			H	-1,055.67		MXN		-58.52		USD
		 56	50		A0				S	4001402			H	-1,272.86		MXN		-70.56		USD
		 57	40						S	6601050			S	            12.81		MXN		             0.71		USD
		 58	50						S	3000127			H	-12.81		MXN		-0.71		USD
		 59	50		A0				S	4001402			H	-1,272.86		MXN		-70.56		USD
		 60	40						S	6601050			S	            12.81		MXN		             0.71		USD
		 61	50						S	3000127			H	-12.81		MXN		-0.71		USD
		 62	50		A0				S	4001402			H	-753.33		MXN		-41.76		USD
		 63	40						S	6601050			S	             7.58		MXN		             0.42		USD
		 64	50						S	3000127			H	-7.58		MXN		-0.42		USD

	3800	900013132				RV		18.04.2018			     4	2018		18.04.2018	19.04.2018		SAPBTC_APPL		0082549620
		  1	01		A0		R029		D	29060000			S	         9,249.70		MXN		           512.75		USD
		  2	50		A0				S	4000102			H	-707.17		MXN		-39.20		USD
		  3	40						S	6601050			S	             7.04		MXN		             0.39		USD
		  4	50						S	3000127			H	-7.04		MXN		-0.39		USD
		  5	50		A0				S	4000302			H	-63.50		MXN		-3.52		USD
		  6	40						S	6601050			S	             0.72		MXN		             0.04		USD
		  7	50						S	3000127			H	-0.72		MXN		-0.04		USD
		  8	50		A0				S	4000302			H	-15.87		MXN		-0.88		USD
		  9	40						S	6601050			S	             0.18		MXN		             0.01		USD
		 10	50						S	3000127			H	-0.18		MXN		-0.01		USD
		 11	50		A0				S	4000302			H	-317.49		MXN		-17.60		USD
		 12	40						S	6601050			S	             3.25		MXN		             0.18		USD
		 13	50						S	3000127			H	-3.25		MXN		-0.18		USD
		 14	50		A0				S	4000302			H	-32.83		MXN		-1.82		USD
		 15	40						S	6601050			S	             0.36		MXN		             0.02		USD
		 16	50						S	3000127			H	-0.36		MXN		-0.02		USD
		 17	50		A0				S	4000302			H	-15.87		MXN		-0.88		USD
		 18	40						S	6601050			S	             0.18		MXN		             0.01		USD
		 19	50						S	3000127			H	-0.18		MXN		-0.01		USD
		 20	50		A0				S	4000302			H	-16.42		MXN		-0.91		USD
		 21	40						S	6601050			S	             0.18		MXN		             0.01		USD
		 22	50						S	3000127			H	-0.18		MXN		-0.01		USD
		 23	50		A0				S	4000302			H	-32.83		MXN		-1.82		USD
		 24	40						S	6601050			S	             0.36		MXN		             0.02		USD
		 25	50						S	3000127			H	-0.36		MXN		-0.02		USD
		 26	50		A0				S	4000302			H	-63.50		MXN		-3.52		USD
		 27	40						S	6601050			S	             0.72		MXN		             0.04		USD
		 28	50						S	3000127			H	-0.72		MXN		-0.04		USD
		 29	50		A0				S	4000302			H	-63.50		MXN		-3.52		USD
		 30	40						S	6601050			S	             0.72		MXN		             0.04		USD
		 31	50						S	3000127			H	-0.72		MXN		-0.04		USD
		 32	50		A0				S	4000302			H	-63.50		MXN		-3.52		USD
		 33	40						S	6601050			S	             0.72		MXN		             0.04		USD
		 34	50						S	3000127			H	-0.72		MXN		-0.04		USD
		 35	50		A0				S	4000302			H	-15.87		MXN		-0.88		USD
		 36	40						S	6601050			S	             0.18		MXN		             0.01		USD
		 37	50						S	3000127			H	-0.18		MXN		-0.01		USD
		 38	50		A0				S	4000302			H	-65.66		MXN		-3.64		USD
		 39	40						S	6601050			S	             0.72		MXN		             0.04		USD
		 40	50						S	3000127			H	-0.72		MXN		-0.04		USD
		 41	50		A0				S	4000302			H	-15.87		MXN		-0.88		USD
		 42	40						S	6601050			S	             0.18		MXN		             0.01		USD
		 43	50						S	3000127			H	-0.18		MXN		-0.01		USD
		 44	50		A0				S	4000302			H	-65.66		MXN		-3.64		USD
		 45	40						S	6601050			S	             0.72		MXN		             0.04		USD
		 46	50						S	3000127			H	-0.72		MXN		-0.04		USD
		 47	50		A0				S	4000302			H	-32.83		MXN		-1.82		USD
		 48	40						S	6601050			S	             0.36		MXN		             0.02		USD
		 49	50						S	3000127			H	-0.36		MXN		-0.02		USD
		 50	50		A0				S	4000302			H	-238.12		MXN		-13.20		USD
		 51	40						S	6601050			S	             2.35		MXN		             0.13		USD
		 52	50						S	3000127			H	-2.35		MXN		-0.13		USD
		 53	50		A0				S	4000102			H	-2,990.21		MXN		-165.76		USD
		 54	40						S	6601050			S	            29.95		MXN		             1.66		USD
		 55	50						S	3000127			H	-29.95		MXN		-1.66		USD
		 56	50		A0				S	4000102			H	-3,510.83		MXN		-194.62		USD
		 57	40						S	6601050			S	            35.18		MXN		             1.95		USD
		 58	50						S	3000127			H	-35.18		MXN		-1.95		USD
		 59	50		A0				S	4000102			H	-922.17		MXN		-51.12		USD
		 60	40						S	6601050			S	             9.20		MXN		             0.51		USD
		 61	50						S	3000127			H	-9.20		MXN		-0.51		USD

	3800	900013336				RV		19.04.2018			     4	2018		19.04.2018	20.04.2018		SAPBTC_APPL		0082551166
		  1	01		A0		R029		D	29060000			S	       525,944.12		MXN		        29,155.30		USD
		  2	50		A0				S	4000302			H	-101,011.62		MXN		-5,599.50		USD
		  3	40						S	6601050			S	         1,010.21		MXN		            56.00		USD
		  4	50						S	3000127			H	-1,010.21		MXN		-56.00		USD
		  5	50		A0				S	4001402			H	-53,581.35		MXN		-2,970.24		USD
		  6	40						S	6601050			S	           535.77		MXN		            29.70		USD
		  7	50						S	3000127			H	-535.77		MXN		-29.70		USD
		  8	50		A0				S	4000102			H	-121,016.95		MXN		-6,708.48		USD
		  9	40						S	6601050			S	         1,210.08		MXN		            67.08		USD
		 10	50						S	3000127			H	-1,210.08		MXN		-67.08		USD
		 11	50		A0				S	4000102			H	-30,254.24		MXN		-1,677.12		USD
		 12	40						S	6601050			S	           302.52		MXN		            16.77		USD
		 13	50						S	3000127			H	-302.52		MXN		-16.77		USD
		 14	50		A0				S	4000102			H	-86,606.44		MXN		-4,800.96		USD
		 15	40						S	6601050			S	           866.07		MXN		            48.01		USD
		 16	50						S	3000127			H	-866.07		MXN		-48.01		USD
		 17	50		A0				S	4000602			H	-52,783.28		MXN		-2,926.00		USD
		 18	40						S	6601050			S	           527.83		MXN		            29.26		USD
		 19	50						S	3000127			H	-527.83		MXN		-29.26		USD
		 20	50		A0				S	4001402			H	-4,091.34		MXN		-226.80		USD
		 21	40						S	6601050			S	            40.95		MXN		             2.27		USD
